source,longitude,latitude,title,propertytype,provider,description,address,totalunits,url,hidden
,-59.98924291,46.20905881,11 Tanya Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"11 Tanya Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98938956,46.20938015,14 Tanya Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Tanya Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95886455,46.18128719,26 Maxie St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Maxie St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98636393,46.21350838,160 Connaught Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"160 Connaught Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96404158,46.18438804,15 Anderson St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"15 Anderson St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95864457,46.18144242,8 Mance St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Mance St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9905556,46.20868475,26 Tanya Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"26 Tanya Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95539056,46.19083827,78 Brookside St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"78 Brookside St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95965984,46.1989555,5 Bay St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"5 Bay St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96396495,46.21418202,30 Sixth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"30 Sixth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96385789,46.21423194,32 Sixth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"32 Sixth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95580215,46.19998312,5 Bluewater Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"5 Bluewater Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.94714588,46.18368191,10 Stanley St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Stanley St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95560209,46.19995344,7 Bluewater Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"7 Bluewater Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9533773,46.18319249,19 Dinn Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"19 Dinn Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95297596,46.18295316,23 Dinn Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"23 Dinn Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95319264,46.18307755,21 Dinn Ave,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"21 Dinn Ave, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95336079,46.18262544,4 Warren St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"4 Warren St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95324732,46.18274538,2 Warren St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"2 Warren St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95352585,46.18251524,6 Warren St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"6 Warren St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95368017,46.18242213,8 Warren St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"8 Warren St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9538435,46.18227208,10 Warren St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Warren St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.96279196,46.21696116,45 Eighth St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"45 Eighth St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98088393,46.17638604,1 Harrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"1 Harrington St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98104931,46.17649618,3 Harrington St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"3 Harrington St, Glace Bay, Canada",2,https://housing.novascotia.ca/programs-and-services,
,-59.98599439,46.19004421,23 Daniel Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"23 Daniel Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98588145,46.18956964,35 Daniel Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"35 Daniel Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98578525,46.18921743,43 Daniel Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"43 Daniel Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98578525,46.18921743,43 Daniel Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"43 Daniel Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95888156,46.20616549,14 Gordon St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"14 Gordon St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.9547073,46.18565335,23 Quarry Rd,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"23 Quarry Rd, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.95460092,46.18575088,25 Quarry Rd,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"25 Quarry Rd, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98680353,46.18997409,251 Reserve St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"251 Reserve St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97424467,46.1783207,153 Dorchester St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"153 Dorchester St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97443356,46.1783271,155 Dorchester St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"155 Dorchester St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97150529,46.18870049,20 Ling St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"20 Ling St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97155645,46.18873503,22 Ling St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"22 Ling St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98298413,46.17600371,10 MacLennan St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 MacLennan St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.98310513,46.17608862,12 MacLennan St,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"12 MacLennan St, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
,-59.97093875,46.21789155,10 Khalsa Dr,Families,,This program provides affordable rental housing to families in need and offers rental rates based on income.,"10 Khalsa Dr, Glace Bay, Canada",1,https://housing.novascotia.ca/programs-and-services,
